sample_idx,real,closest,TP,FP,precision,recall
133221,1,1,0,142,0.0,0.0
161693,2,2,0,143,0.0,0.0
161880,2,2,0,144,0.0,0.0
161643,2,2,0,145,0.0,0.0
161890,2,2,0,146,0.0,0.0
162139,2,2,0,147,0.0,0.0
161845,2,2,0,148,0.0,0.0
99627,0,0,0,149,0.0,0.0
31576,0,0,0,150,0.0,0.0
161903,2,2,0,151,0.0,0.0
3805,0,0,0,152,0.0,0.0
109297,0,0,0,153,0.0,0.0
46005,0,0,0,154,0.0,0.0
161722,2,2,0,155,0.0,0.0
161983,2,2,0,156,0.0,0.0
161734,2,2,0,157,0.0,0.0
77691,0,0,0,158,0.0,0.0
100976,0,0,0,159,0.0,0.0
73696,0,0,0,160,0.0,0.0
35590,0,0,0,161,0.0,0.0
99353,0,0,0,162,0.0,0.0
161728,2,2,0,163,0.0,0.0
161840,2,2,0,164,0.0,0.0
161744,2,2,0,165,0.0,0.0
15626,0,0,0,166,0.0,0.0
71418,0,0,0,167,0.0,0.0
39655,0,0,0,168,0.0,0.0
20670,0,0,0,169,0.0,0.0
60746,0,0,0,170,0.0,0.0
41788,0,0,0,171,0.0,0.0
49936,0,0,0,172,0.0,0.0
79024,0,0,0,173,0.0,0.0
9526,0,0,0,174,0.0,0.0
36517,0,0,0,175,0.0,0.0
34232,0,0,0,176,0.0,0.0
96839,0,0,0,177,0.0,0.0
45804,0,0,0,178,0.0,0.0
43133,0,0,0,179,0.0,0.0
62034,0,0,0,180,0.0,0.0
44765,0,0,0,181,0.0,0.0
59858,0,0,0,182,0.0,0.0
65469,0,0,0,183,0.0,0.0
13638,0,0,0,184,0.0,0.0
19556,0,0,0,185,0.0,0.0
161707,2,2,0,186,0.0,0.0
77085,0,0,0,187,0.0,0.0
69625,0,0,0,188,0.0,0.0
10192,0,0,0,189,0.0,0.0
67005,0,0,0,190,0.0,0.0
28091,0,0,0,191,0.0,0.0
77872,0,0,0,192,0.0,0.0
161633,2,2,0,193,0.0,0.0
161800,2,2,0,194,0.0,0.0
45288,0,0,0,195,0.0,0.0
161381,1,1,0,196,0.0,0.0
142324,1,1,0,197,0.0,0.0
139400,1,1,0,198,0.0,0.0
17876,0,0,0,199,0.0,0.0
108765,0,0,0,200,0.0,0.0
161622,2,2,0,201,0.0,0.0
74760,0,0,0,202,0.0,0.0
161993,2,2,0,203,0.0,0.0
30077,0,0,0,204,0.0,0.0
161578,2,2,0,205,0.0,0.0
19612,0,0,0,206,0.0,0.0
152728,1,1,0,207,0.0,0.0
132097,1,1,0,208,0.0,0.0
161900,2,2,0,209,0.0,0.0
108172,0,0,0,210,0.0,0.0
56332,0,0,0,211,0.0,0.0
128225,1,1,0,212,0.0,0.0
58969,0,0,0,213,0.0,0.0
132936,1,1,0,214,0.0,0.0
152879,1,1,0,215,0.0,0.0
156910,1,1,0,216,0.0,0.0
136574,1,1,0,217,0.0,0.0
53454,0,0,0,218,0.0,0.0
161984,2,2,0,219,0.0,0.0
66602,0,0,0,220,0.0,0.0
151747,1,1,0,221,0.0,0.0
15895,0,0,0,222,0.0,0.0
145253,1,1,0,223,0.0,0.0
131100,1,1,0,224,0.0,0.0
146876,1,1,0,225,0.0,0.0
22538,0,0,0,226,0.0,0.0
67279,0,0,0,227,0.0,0.0
86924,0,0,0,228,0.0,0.0
89301,0,0,0,229,0.0,0.0
43197,0,0,0,230,0.0,0.0
109475,0,0,0,231,0.0,0.0
8625,0,0,0,232,0.0,0.0
60073,0,0,0,233,0.0,0.0
28310,0,0,0,234,0.0,0.0
92381,0,0,0,235,0.0,0.0
113388,0,0,0,236,0.0,0.0
15106,0,0,0,237,0.0,0.0
87990,0,0,0,238,0.0,0.0
24079,0,0,0,239,0.0,0.0
7660,0,0,0,240,0.0,0.0
6840,0,0,0,241,0.0,0.0
52739,0,0,0,242,0.0,0.0
98164,0,0,0,243,0.0,0.0
153782,1,1,0,244,0.0,0.0
92168,0,0,0,245,0.0,0.0
4350,0,0,0,246,0.0,0.0
5286,0,0,0,247,0.0,0.0
83360,0,0,0,248,0.0,0.0
70580,0,0,0,249,0.0,0.0
135167,1,1,0,250,0.0,0.0
101709,0,0,0,251,0.0,0.0
73051,0,0,0,252,0.0,0.0
149287,1,1,0,253,0.0,0.0
15426,0,0,0,254,0.0,0.0
134462,1,1,0,255,0.0,0.0
80234,0,0,0,256,0.0,0.0
14457,0,0,0,257,0.0,0.0
15315,0,0,0,258,0.0,0.0
23176,0,0,0,259,0.0,0.0
147590,1,1,0,260,0.0,0.0
53223,0,0,0,261,0.0,0.0
132369,1,1,0,262,0.0,0.0
109964,0,0,0,263,0.0,0.0
72491,0,0,0,264,0.0,0.0
71854,0,0,0,265,0.0,0.0
112574,0,0,0,266,0.0,0.0
77048,0,0,0,267,0.0,0.0
39157,0,0,0,268,0.0,0.0
111872,0,0,0,269,0.0,0.0
146449,1,1,0,270,0.0,0.0
146436,1,1,0,271,0.0,0.0
151824,1,1,0,272,0.0,0.0
21757,0,0,0,273,0.0,0.0
29338,0,0,0,274,0.0,0.0
12632,0,0,0,275,0.0,0.0
160331,1,1,0,276,0.0,0.0
2374,0,0,0,277,0.0,0.0
93630,0,0,0,278,0.0,0.0
133696,1,1,0,279,0.0,0.0
148821,1,1,0,280,0.0,0.0
85435,0,0,0,281,0.0,0.0
63812,0,0,0,282,0.0,0.0
141501,1,1,0,283,0.0,0.0
78922,0,0,0,284,0.0,0.0
45189,0,0,0,285,0.0,0.0
113469,0,0,0,286,0.0,0.0
152277,1,1,0,287,0.0,0.0
14243,0,0,0,288,0.0,0.0
83043,0,0,0,289,0.0,0.0
53453,0,0,0,290,0.0,0.0
68169,0,0,0,291,0.0,0.0
47755,0,0,0,292,0.0,0.0
69495,0,0,0,293,0.0,0.0
93357,0,0,0,294,0.0,0.0
5977,0,0,0,295,0.0,0.0
60362,0,0,0,296,0.0,0.0
86018,0,0,0,297,0.0,0.0
2990,0,0,0,298,0.0,0.0
100203,0,0,0,299,0.0,0.0
94803,0,0,0,300,0.0,0.0
55256,0,0,0,301,0.0,0.0
56041,0,0,0,302,0.0,0.0
100872,0,0,0,303,0.0,0.0
5452,0,0,0,304,0.0,0.0
24106,0,0,0,305,0.0,0.0
48396,0,0,0,306,0.0,0.0
142669,1,1,0,307,0.0,0.0
101008,0,0,0,308,0.0,0.0
105984,0,0,0,309,0.0,0.0
17160,0,0,0,310,0.0,0.0
82200,0,0,0,311,0.0,0.0
75249,0,0,0,312,0.0,0.0
136689,1,1,0,313,0.0,0.0
127185,1,1,0,314,0.0,0.0
8000,0,0,0,315,0.0,0.0
85071,0,0,0,316,0.0,0.0
9707,0,0,0,317,0.0,0.0
26470,0,0,0,318,0.0,0.0
614,0,0,0,319,0.0,0.0
81767,0,0,0,320,0.0,0.0
12633,0,0,0,321,0.0,0.0
67229,0,0,0,322,0.0,0.0
83487,0,0,0,323,0.0,0.0
61949,0,0,0,324,0.0,0.0
42543,0,0,0,325,0.0,0.0
86736,0,0,0,326,0.0,0.0
75194,0,0,0,327,0.0,0.0
115930,0,0,0,328,0.0,0.0
84478,0,0,0,329,0.0,0.0
38736,0,0,0,330,0.0,0.0
33399,0,0,0,331,0.0,0.0
27580,0,0,0,332,0.0,0.0
111028,0,0,0,333,0.0,0.0
78054,0,0,0,334,0.0,0.0
4998,0,0,0,335,0.0,0.0
30808,0,0,0,336,0.0,0.0
623,0,0,0,337,0.0,0.0
19715,0,0,0,338,0.0,0.0
16486,0,0,0,339,0.0,0.0
55187,0,0,0,340,0.0,0.0
84009,0,0,0,341,0.0,0.0
131799,1,1,0,342,0.0,0.0
15593,0,0,0,343,0.0,0.0
37168,0,0,0,344,0.0,0.0
161003,1,1,0,345,0.0,0.0
104931,0,0,0,346,0.0,0.0
12173,0,0,0,347,0.0,0.0
18412,0,0,0,348,0.0,0.0
52247,0,0,0,349,0.0,0.0
50367,0,0,0,350,0.0,0.0
152447,1,1,0,351,0.0,0.0
69868,0,0,0,352,0.0,0.0
12836,0,0,0,353,0.0,0.0
108263,0,0,0,354,0.0,0.0
20138,0,0,0,355,0.0,0.0
44732,0,0,0,356,0.0,0.0
719,0,0,0,357,0.0,0.0
160285,1,1,0,358,0.0,0.0
1260,0,0,0,359,0.0,0.0
566,0,0,0,360,0.0,0.0
23019,0,0,0,361,0.0,0.0
75539,0,0,0,362,0.0,0.0
125785,1,1,0,363,0.0,0.0
74727,0,0,0,364,0.0,0.0
90243,0,0,0,365,0.0,0.0
6642,0,0,0,366,0.0,0.0
67450,0,0,0,367,0.0,0.0
81119,0,0,0,368,0.0,0.0
3813,0,0,0,369,0.0,0.0
136697,1,1,0,370,0.0,0.0
101483,0,0,0,371,0.0,0.0
110399,0,0,0,372,0.0,0.0
60125,0,0,0,373,0.0,0.0
112124,0,0,0,374,0.0,0.0
91663,0,0,0,375,0.0,0.0
50478,0,0,0,376,0.0,0.0
36497,0,0,0,377,0.0,0.0
79450,0,0,0,378,0.0,0.0
115384,0,0,0,379,0.0,0.0
113934,0,0,0,380,0.0,0.0
32950,0,0,0,381,0.0,0.0
52852,0,0,0,382,0.0,0.0
132963,1,1,0,383,0.0,0.0
45708,0,0,0,384,0.0,0.0
66838,0,0,0,385,0.0,0.0
77986,0,0,0,386,0.0,0.0
109790,0,0,0,387,0.0,0.0
7211,0,0,0,388,0.0,0.0
106438,0,0,0,389,0.0,0.0
79477,0,0,0,390,0.0,0.0
8357,0,0,0,391,0.0,0.0
67181,0,0,0,392,0.0,0.0
84874,0,0,0,393,0.0,0.0
73584,0,0,0,394,0.0,0.0
98574,0,0,0,395,0.0,0.0
128557,1,1,0,396,0.0,0.0
66630,0,0,0,397,0.0,0.0
108182,0,0,0,398,0.0,0.0
76401,0,0,0,399,0.0,0.0
47465,0,0,0,400,0.0,0.0
61866,0,0,0,401,0.0,0.0
108858,0,0,0,402,0.0,0.0
64467,0,0,0,403,0.0,0.0
3775,0,0,0,404,0.0,0.0
148076,1,1,0,405,0.0,0.0
51573,0,0,0,406,0.0,0.0
8421,0,0,0,407,0.0,0.0
92648,0,0,0,408,0.0,0.0
141551,1,1,0,409,0.0,0.0
10307,0,0,0,410,0.0,0.0
40332,0,0,0,411,0.0,0.0
99378,0,0,0,412,0.0,0.0
97257,0,0,0,413,0.0,0.0
88341,0,0,0,414,0.0,0.0
150543,1,1,0,415,0.0,0.0
85954,0,0,0,416,0.0,0.0
155109,1,1,0,417,0.0,0.0
104142,0,0,0,418,0.0,0.0
56714,0,0,0,419,0.0,0.0
70461,0,0,0,420,0.0,0.0
29005,0,0,0,421,0.0,0.0
96469,0,0,0,422,0.0,0.0
129725,1,1,0,423,0.0,0.0
19276,0,0,0,424,0.0,0.0
8285,0,0,0,425,0.0,0.0
148226,1,1,0,426,0.0,0.0
54535,0,0,0,427,0.0,0.0
93602,0,0,0,428,0.0,0.0
12733,0,0,0,429,0.0,0.0
150680,1,1,0,430,0.0,0.0
38278,0,0,0,431,0.0,0.0
15674,0,0,0,432,0.0,0.0
93808,0,0,0,433,0.0,0.0
70760,0,0,0,434,0.0,0.0
44455,0,0,0,435,0.0,0.0
131648,1,1,0,436,0.0,0.0
47137,0,0,0,437,0.0,0.0
110923,0,0,0,438,0.0,0.0
57494,0,0,0,439,0.0,0.0
67358,0,0,0,440,0.0,0.0
42033,0,0,0,441,0.0,0.0
33046,0,0,0,442,0.0,0.0
154688,1,1,0,443,0.0,0.0
126665,1,1,0,444,0.0,0.0
125541,1,1,0,445,0.0,0.0
151548,1,1,0,446,0.0,0.0
136371,1,1,0,447,0.0,0.0
11661,0,0,0,448,0.0,0.0
128948,1,1,0,449,0.0,0.0
126225,1,1,0,450,0.0,0.0
161871,2,2,0,451,0.0,0.0
141356,1,1,0,452,0.0,0.0
140926,1,1,0,453,0.0,0.0
144520,1,1,0,454,0.0,0.0
27726,0,0,0,455,0.0,0.0
54672,0,0,0,456,0.0,0.0
3470,0,0,0,457,0.0,0.0
130491,1,1,0,458,0.0,0.0
148183,1,1,0,459,0.0,0.0
144056,1,1,0,460,0.0,0.0
147160,1,1,0,461,0.0,0.0
136243,1,1,0,462,0.0,0.0
89739,0,0,0,463,0.0,0.0
144667,1,1,0,464,0.0,0.0
150684,1,1,0,465,0.0,0.0
105903,0,0,0,466,0.0,0.0
140590,1,1,0,467,0.0,0.0
96801,0,0,0,468,0.0,0.0
142224,1,1,0,469,0.0,0.0
55865,0,0,0,470,0.0,0.0
18470,0,0,0,471,0.0,0.0
140451,1,1,0,472,0.0,0.0
69062,0,0,0,473,0.0,0.0
133859,1,1,0,474,0.0,0.0
103957,0,0,0,475,0.0,0.0
70771,0,0,0,476,0.0,0.0
94820,0,0,0,477,0.0,0.0
98634,0,0,0,478,0.0,0.0
61356,0,0,0,479,0.0,0.0
22763,0,0,0,480,0.0,0.0
97445,0,0,0,481,0.0,0.0
52429,0,0,0,482,0.0,0.0
64949,0,0,0,483,0.0,0.0
74291,0,0,0,484,0.0,0.0
33750,0,0,0,485,0.0,0.0
43399,0,0,0,486,0.0,0.0
131922,1,1,0,487,0.0,0.0
18615,0,0,0,488,0.0,0.0
32776,0,0,0,489,0.0,0.0
69345,0,0,0,490,0.0,0.0
96230,0,0,0,491,0.0,0.0
76889,0,0,0,492,0.0,0.0
86961,0,0,0,493,0.0,0.0
86728,0,0,0,494,0.0,0.0
46306,0,0,0,495,0.0,0.0
63291,0,0,0,496,0.0,0.0
162051,2,2,0,497,0.0,0.0
5657,0,0,0,498,0.0,0.0
32601,0,0,0,499,0.0,0.0
29955,0,0,0,500,0.0,0.0
61385,0,0,0,501,0.0,0.0
33621,0,0,0,502,0.0,0.0
26289,0,0,0,503,0.0,0.0
162309,2,2,0,504,0.0,0.0
162129,2,2,0,505,0.0,0.0
162269,2,2,0,506,0.0,0.0
9229,0,0,0,507,0.0,0.0
41712,0,0,0,508,0.0,0.0
56646,0,0,0,509,0.0,0.0
75312,0,0,0,510,0.0,0.0
161904,2,2,0,511,0.0,0.0
65840,0,0,0,512,0.0,0.0
157952,1,1,0,513,0.0,0.0
137547,1,1,0,514,0.0,0.0
73606,0,0,0,515,0.0,0.0
21623,0,0,0,516,0.0,0.0
20802,0,0,0,517,0.0,0.0
34493,0,0,0,518,0.0,0.0
64058,0,0,0,519,0.0,0.0
65648,0,0,0,520,0.0,0.0
132803,1,1,0,521,0.0,0.0
7845,0,0,0,522,0.0,0.0
144286,1,1,0,523,0.0,0.0
35371,0,0,0,524,0.0,0.0
159451,1,1,0,525,0.0,0.0
144756,1,1,0,526,0.0,0.0
2589,0,0,0,527,0.0,0.0
36542,0,0,0,528,0.0,0.0
97230,0,0,0,529,0.0,0.0
156191,1,1,0,530,0.0,0.0
105981,0,0,0,531,0.0,0.0
90612,0,0,0,532,0.0,0.0
146819,1,1,0,533,0.0,0.0
6105,0,0,0,534,0.0,0.0
106335,0,0,0,535,0.0,0.0
136392,1,1,0,536,0.0,0.0
132020,1,1,0,537,0.0,0.0
44394,0,0,0,538,0.0,0.0
11874,0,0,0,539,0.0,0.0
48227,0,0,0,540,0.0,0.0
127086,1,1,0,541,0.0,0.0
145861,1,1,0,542,0.0,0.0
151057,1,1,0,543,0.0,0.0
161574,2,2,0,544,0.0,0.0
162323,2,2,0,545,0.0,0.0
79007,0,0,0,546,0.0,0.0
43016,0,0,0,547,0.0,0.0
147167,1,1,0,548,0.0,0.0
162160,2,2,0,549,0.0,0.0
156703,1,1,0,550,0.0,0.0
162029,2,2,0,551,0.0,0.0
162358,2,2,0,552,0.0,0.0
162240,2,2,0,553,0.0,0.0
162105,2,2,0,554,0.0,0.0
13121,0,0,0,555,0.0,0.0
74535,0,0,0,556,0.0,0.0
112614,0,0,0,557,0.0,0.0
16126,0,0,0,558,0.0,0.0
56024,0,0,0,559,0.0,0.0
36312,0,0,0,560,0.0,0.0
67261,0,0,0,561,0.0,0.0
47943,0,0,0,562,0.0,0.0
74672,0,0,0,563,0.0,0.0
98147,0,0,0,564,0.0,0.0
39787,0,0,0,565,0.0,0.0
161988,2,2,0,566,0.0,0.0
7552,0,0,0,567,0.0,0.0
1952,0,0,0,568,0.0,0.0
36128,0,0,0,569,0.0,0.0
141032,1,1,0,570,0.0,0.0
62701,0,0,0,571,0.0,0.0
35485,0,0,0,572,0.0,0.0
100025,0,0,0,573,0.0,0.0
110769,0,0,0,574,0.0,0.0
148466,1,1,0,575,0.0,0.0
57323,0,0,0,576,0.0,0.0
140569,1,1,0,577,0.0,0.0
43630,0,0,0,578,0.0,0.0
151597,1,1,0,579,0.0,0.0
38532,0,0,0,580,0.0,0.0
138258,1,1,0,581,0.0,0.0
142692,1,1,0,582,0.0,0.0
49079,0,0,0,583,0.0,0.0
159947,1,1,0,584,0.0,0.0
126581,1,1,0,585,0.0,0.0
59772,0,0,0,586,0.0,0.0
146204,1,1,0,587,0.0,0.0
130912,1,1,0,588,0.0,0.0
39812,0,0,0,589,0.0,0.0
30620,0,0,0,590,0.0,0.0
159209,1,1,0,591,0.0,0.0
91820,0,0,0,592,0.0,0.0
137238,1,1,0,593,0.0,0.0
160489,1,1,0,594,0.0,0.0
151737,1,1,0,595,0.0,0.0
42945,0,0,0,596,0.0,0.0
138576,1,1,0,597,0.0,0.0
18845,0,0,0,598,0.0,0.0
83881,0,0,0,599,0.0,0.0
128222,1,1,0,600,0.0,0.0
13789,0,0,0,601,0.0,0.0
129044,1,1,0,602,0.0,0.0
66039,0,0,0,603,0.0,0.0
126342,1,1,0,604,0.0,0.0
74416,0,0,0,605,0.0,0.0
133974,1,1,0,606,0.0,0.0
157986,1,1,0,607,0.0,0.0
133546,1,1,0,608,0.0,0.0
105373,0,0,0,609,0.0,0.0
132241,1,1,0,610,0.0,0.0
35377,0,0,0,611,0.0,0.0
46852,0,0,0,612,0.0,0.0
144803,1,1,0,613,0.0,0.0
15584,0,0,0,614,0.0,0.0
8130,0,0,0,615,0.0,0.0
148880,1,1,0,616,0.0,0.0
19843,0,0,0,617,0.0,0.0
142160,1,1,0,618,0.0,0.0
89869,0,0,0,619,0.0,0.0
145061,1,1,0,620,0.0,0.0
66050,0,0,0,621,0.0,0.0
131483,1,1,0,622,0.0,0.0
149817,1,1,0,623,0.0,0.0
139517,1,1,0,624,0.0,0.0
159702,1,1,0,625,0.0,0.0
148494,1,1,0,626,0.0,0.0
149648,1,1,0,627,0.0,0.0
136888,1,1,0,628,0.0,0.0
80753,0,0,0,629,0.0,0.0
53248,0,0,0,630,0.0,0.0
141979,1,1,0,631,0.0,0.0
153976,1,1,0,632,0.0,0.0
75715,0,0,0,633,0.0,0.0
132484,1,1,0,634,0.0,0.0
147476,1,1,0,635,0.0,0.0
92883,0,0,0,636,0.0,0.0
112895,0,0,0,637,0.0,0.0
153116,1,1,0,638,0.0,0.0
6510,0,0,0,639,0.0,0.0
81688,0,0,0,640,0.0,0.0
132069,1,1,0,641,0.0,0.0
145833,1,1,0,642,0.0,0.0
148312,1,1,0,643,0.0,0.0
146303,1,1,0,644,0.0,0.0
132089,1,1,0,645,0.0,0.0
137801,1,1,0,646,0.0,0.0
127528,1,1,0,647,0.0,0.0
134942,1,1,0,648,0.0,0.0
135269,1,1,0,649,0.0,0.0
133624,1,1,0,650,0.0,0.0
155137,1,1,0,651,0.0,0.0
161092,1,1,0,652,0.0,0.0
143246,1,1,0,653,0.0,0.0
64280,0,0,0,654,0.0,0.0
135393,1,1,0,655,0.0,0.0
108816,0,0,0,656,0.0,0.0
161012,1,1,0,657,0.0,0.0
155512,1,1,0,658,0.0,0.0
40359,0,0,0,659,0.0,0.0
132612,1,1,0,660,0.0,0.0
150171,1,1,0,661,0.0,0.0
71993,0,0,0,662,0.0,0.0
69192,0,0,0,663,0.0,0.0
154907,1,1,0,664,0.0,0.0
126644,1,1,0,665,0.0,0.0
161920,2,2,0,666,0.0,0.0
150197,1,1,0,667,0.0,0.0
86472,0,0,0,668,0.0,0.0
142681,1,1,0,669,0.0,0.0
152121,1,1,0,670,0.0,0.0
2900,0,0,0,671,0.0,0.0
137592,1,1,0,672,0.0,0.0
132840,1,1,0,673,0.0,0.0
93241,0,0,0,674,0.0,0.0
40166,0,0,0,675,0.0,0.0
97828,0,0,0,676,0.0,0.0
91773,0,0,0,677,0.0,0.0
160826,1,1,0,678,0.0,0.0
32746,0,0,0,679,0.0,0.0
152885,1,1,0,680,0.0,0.0
3668,0,0,0,681,0.0,0.0
30849,0,0,0,682,0.0,0.0
129512,1,1,0,683,0.0,0.0
8571,0,0,0,684,0.0,0.0
43024,0,0,0,685,0.0,0.0
109160,0,0,0,686,0.0,0.0
49726,0,0,0,687,0.0,0.0
102907,0,0,0,688,0.0,0.0
111035,0,0,0,689,0.0,0.0
135481,1,1,0,690,0.0,0.0
86833,0,0,0,691,0.0,0.0
33530,0,0,0,692,0.0,0.0
76017,0,0,0,693,0.0,0.0
83349,0,0,0,694,0.0,0.0
22501,0,0,0,695,0.0,0.0
7998,0,0,0,696,0.0,0.0
45971,0,0,0,697,0.0,0.0
4242,0,0,0,698,0.0,0.0
29093,0,0,0,699,0.0,0.0
90490,0,0,0,700,0.0,0.0
147372,1,1,0,701,0.0,0.0
22840,0,0,0,702,0.0,0.0
97304,0,0,0,703,0.0,0.0
18329,0,0,0,704,0.0,0.0
9552,0,0,0,705,0.0,0.0
57956,0,0,0,706,0.0,0.0
137208,1,1,0,707,0.0,0.0
113147,0,0,0,708,0.0,0.0
139970,1,1,0,709,0.0,0.0
55983,0,0,0,710,0.0,0.0
98872,0,0,0,711,0.0,0.0
78334,0,0,0,712,0.0,0.0
72747,0,0,0,713,0.0,0.0
2096,0,0,0,714,0.0,0.0
103992,0,0,0,715,0.0,0.0
61153,0,0,0,716,0.0,0.0
85672,0,0,0,717,0.0,0.0
5074,0,0,0,718,0.0,0.0
34882,0,0,0,719,0.0,0.0
72146,0,0,0,720,0.0,0.0
95067,0,0,0,721,0.0,0.0
38696,0,0,0,722,0.0,0.0
33756,0,0,0,723,0.0,0.0
80859,0,0,0,724,0.0,0.0
2018,0,0,0,725,0.0,0.0
132250,1,1,0,726,0.0,0.0
88398,0,0,0,727,0.0,0.0
14487,0,0,0,728,0.0,0.0
77975,0,0,0,729,0.0,0.0
45598,0,0,0,730,0.0,0.0
144931,1,1,0,731,0.0,0.0
129203,1,1,0,732,0.0,0.0
23480,0,0,0,733,0.0,0.0
57099,0,0,0,734,0.0,0.0
